461,461,451	0.954411764705882	306334
449,453,449	0.954411764705882	131024 231034 409792
449,451,449	0.943313953488372	317348 479185
461,461,453	0.943313953488372	306334
630,630,590	0.920321827147677	127688 139734 319498 347431 444727
579,598,579	0.920321827147677	749 3477 3982 4519 4699 4931 5198 5323 8967 14246 15981 18036 20191 22898 30972 32971 35865 36599 37907 40559 50395 51173 60800 64333 64749 65079 69846 86820 91061 92546 93625 95266 95383 96927 102039 107706 108275 109443 114995 115248 116963 120173 129354 132165 134436 140008 142993 145223 146453 151080 153728 156540 160941 161110 161909 162577 162709 164199 164587 166307 169749 169879 175611 178987 180232 181500 183576 186571 187648 188595 189889 191121 198014 199467 201233 208030 210783 211830 213265 213765 214066 218353 219004 219139 224634 226482 228058 230676 233738 234460 234866 238981 239961 242423 252605 253949 257315 257625 257960 258818 268682 270214 271166 271323 271476 277815 278579 283691 284331 286918 287561 288568 291383 292650 294356 296869 299596 301727 302154 304189 310894 316316 317725 318645 319111 323025 326052 328319 328869 330371 333342 333805 334710 339120 346191 346839 347564 355839 357767 358574 359262 363340 377971 384660 385058 386512 389944 392553 392570 394230 395180 398809 403900 404112 406167 413011 413476 414232 414310 419265 421234 422576 428640 431216 434190 436030 440399 441764 446953 447986 448646 449341 461348 464341 466119 469343 471645 471997 474808 476345 480247
579,590,579	0.909137577002053	10338 13852 16081 18932 22214 27477 31088 31564 32179 32878 36435 37330 41680 42417 46222 47071 53078 53592 57013 57156 59138 66269 74067 76977 79951 80218 83235 85615 85985 86038 86279 90498 91062 92161 97492 98682 106098 106447 107449 107971 110115 110900 113275 117592 117888 119064 119277 122602 122824 127237 128053 128578 130642 131190 132975 135996 136613 140270 141260 141861 149021 151092 153733 161034 161988 163356 163391 172613 173868 174074 182274 184550 186543 188776 194573 195921 201166 202163 202817 205706 213540 213928 214280 214568 217413 219727 220001 220419 225757 228188 231135 232431 237234 239485 243438 243610 243819 248951 250400 250561 250908 253688 253992 258050 259498 261064 263534 266749 273616 279486 280747 281840 282405 282892 284921 286639 287589 289355 292050 293154 294325 297966 297991 298548 299627 302743 308256 315508 320103 327220 327347 329165 329898 333166 334428 337422 338045 339495 341247 353130 353543 356682 359572 360972 364452 373030 376280 379916 393810 402822 410273 411232 411998 413515 414695 419679 422702 422983 423552 425034 425300 427583 428099 430136 433698 438185 438310 450342 452068 456914 460373 460909 461296 461531 464282 466757 473560 476814 477973 480522
630,630,598	0.909137577002053	127688 139734 319498 347431 444727
695,693,695	0.904907975460122	171520 291282 308505
713,713,694	0.904907975460122	51334 110031 121565 159127 162362 167637 213675 234694 244101 246928 253164 260452 297242 326754 394818 436136 464656 479578
72,71,78	0.878632478632478	3540 10332 25536 30969 32280 34019 36228 39824 40230 41014 46246 48623 51535 57227 58556 63440 63488 69046 75046 76279 85678 93988 96945 97198 99507 108252 116893 126312 127803 129830 132368 132482 133493 137238 141803 142963 143237 145008 146052 148236 148759 149844 152517 153222 154551 161364 164052 169110 171466 172685 177505 178932 180478 183647 194927 195706 197397 199408 200777 207080 209292 210353 211516 213395 213430 218625 234251 240100 240302 241060 241793 243466 246636 253638 257408 272310 272486 273088 286769 290317 302191 305905 306553 306847 313387 313563 334578 334979 344562 347694 351490 351735 352303 353287 353979 354943 356678 356846 358780 359544 367877 373061 373618 373835 376723 377120 379523 379874 380714 384803 392408 397178 397471 398186 403667 407194 409375 413175 413367 414267 415965 420237 425090 426288 430303 435717 436872 440772 446427 447475 448516 453357 453517 462480 464382 464428 465177 465697 468590 469930 471298 471557 471606 471650
